COD_ETB;LIB_OFF_ETB;LIB_AD1_ETB;COD_POS_ADR_ETB;LIB_COM
0670079X;Lycée General Fustel De Coulanges;1 Place Du Chateau;67061;Strasbourg
0750684L;Lycée General Gabriel Faure;81 Avenue De Choisy;75013;Paris 13
0440024M;Lycée General Gabriel Guisthau;3 Rue Marie Anne Du Boccage;44042;Nantes
0442112G;Lycée General Galilee;16 Avenue Gustave Flaubert;44353;Guerande
0870015U;Lycée General Gay Lussac;12 Boulevard Georges Perin;87031;Limoges
0470028A;Lycée General George Sand;Bd Pierre De Coubertin;47600;Nerac
0754684J;Lycée General Georges Brassens;40 Rue Manin;75019;Paris 19
0510031G;Lycée General Georges Clemenceau;46 Avenue Georges Clemenceau;51096;Reims
0300008W;Lycée General Gerard Philipe;17 Avenue Leon Blum;30205;Bagnols Sur Ceze
0240013J;Lycée General Giraut De Borneil;10 Boulevard A Dupuy;24160;Excideuil
0570107G;Lycée General Helene Boucher;55 Boulevard Foch;57100;Thionville
0750714U;Lycée General Helene Boucher;75 Cours De Vincennes;75020;Paris 20
0750654D;Lycée General Henri Iv;23 Rue Clovis;75005;Paris 05
0020048S;Lycée General Henri Martin;1 Rue Gabriel Girodon;02100;St Quentin
0782562L;Lycée General Hoche;73 Avenue De St Cloud;78000;Versailles
0783549J;Lycée General International;Rue Du Fer A Cheval;78104;St Germain En Laye
0383242T;Lycée General International Europole;4 Place De Sfax;38012;Grenoble
0890003V;Lycée General Jacques Amyot;3 Rue De L'etang Saint Vigile;89015;Auxerre
0750668U;Lycée General Jacques Decour;12 Avenue Trudaine;75009;Paris 09
0750699C;Lycée General Janson De Sailly;106 Rue De La Pompe;75016;Paris 16
0750702F;Lycée General Jean De La Fontaine;1 Place De La Porte Molitor;75016;Paris 16
0360008N;Lycée General Jean Giraudoux;31 Avenue Marcel Lemoine;36000;Chateauroux
0460026D;Lycée General Jean Lurcat;Quai Jules Ferry;46400;St Cere
0332745E;Lycée General Jean Monnet;70 Av Gl De Gaulle;33294;Blanquefort
0371417P;Lycée General Jean Monnet;45 Rue De La Gitonniere;37306;Joue Les Tours
0331636Z;Lycée General Jean Moulin;Bd Francois Mauriac;33210;Langon
0690030H;Lycée General Jean Moulin;1 Place Des Minimes;69321;Lyon 05
0420031F;Lycée General Jean Puy;Rue Jean Puy;42328;Roanne
0630019D;Lycée General Jeanne D'arc;40 Avenue De Grande Bretagne;63037;Clermont Ferrand
0320036R;Lycée General Joseph Saverne;5 Avenue Claude Auge;32600;L Isle Jourdain
0750669V;Lycée General Jules Ferry;77 Boulevard De Clichy;75009;Paris 09
0640047D;Lycée General Jules Supervielle;Boulevard F.mitterrand;64404;Oloron Ste Marie
0440022K;Lycée General Jules Verne;1 Rue General Meusnier;44042;Nantes
0670080Y;Lycée General Kleber;25 Place De Bordeaux;67082;Strasbourg
0920143F;Lycée General La Folie Saint James;41 Rue De Longchamp;92200;Neuilly Sur Seine
0510053F;Lycée General La Fontaine Du Ve;Avenue De La Fontaine Du Ve;51122;Sezanne
0880030E;Lycée General La Haie Griselle;Boite Postale 109;88407;Gerardmer
0010013J;Lycée General Lalande;16 Rue Du Lycée;01011;Bourg En Bresse
0750670W;Lycée General Lamartine;121 Rue Du Fg Poissonniere;75009;Paris 09
0681761V;Lycée General Lambert;73 Rue Josue Heilmann;68069;Mulhouse
0810006S;Lycée General Laperouse;2 Lices Georges Pompidou;81030;Albi
0810030T;Lycée General Las Cases;Place De La Resistance;81500;Lavaur
0620017G;Lycée General Lavoisier;99 Rue Jean Jaures;62260;Auchel
0750656F;Lycée General Lavoisier;17 Rue Henri Barbusse;75005;Paris 05
0500065Z;Lycée General Le Verrier;7 Rue Le Verrier;50002;St Lo
0460013P;Lycée General Leo Ferre;75 Avenue Cavaignac;46300;Gourdon
0510015P;Lycée General Leon Bourgeois;29 Avenue De Champagne;51331;Epernay
0870016V;Lycée General Leonard Limosin;13 Rue Des Clairettes;87036;Limoges
0640055M;Lycée General Louis Barthou;2 Rue Louis Barthou;64015;Pau
0750655E;Lycée General Louis Le Grand;123 Rue Saint Jacques;75005;Paris 05
0920142E;Lycée General Louis Pasteur;17 A 21 Bd D Inkermann;92200;Neuilly Sur Seine
0800009A;Lycée General Louis Thuillier;70 Boulevard De Saint Quentin;80098;Amiens
9840001D;Lycée General Lycée D'uturoa;Uturoa;98735;Uturoa
9840002E;Lycée General Lycée Paul Gauguin;Papeete;98714;Papeete
0030025L;Lycée General Madame De Stael;1 Rue Madame De Stael;03100;Montlucon
0800010B;Lycée General Madeleine Michelis;43 Rue Des Otages;80037;Amiens
0280007F;Lycée General Marceau;2 Rue Pierre Mendes France;28000;Chartres
0140061R;Lycée General Marcel Gambier;3 Rue General Leclerc;14107;Lisieux
0670083B;Lycée General Marie Curie;7 Rue De Leicester;67084;Strasbourg
0920146J;Lycée General Marie Curie;1 Rue Constant Pilate;92331;Sceaux
0060030A;Lycée General Massena;2 Avenue Felix Faure;06050;Nice
0640065Y;Lycée General Maurice Ravel;Av Du Pr Maranon;64502;St Jean De Luz
0590181B;Lycée General Maxence Van Der Meersch;1 Av Maxence Van Der Meersch;59052;Roubaix
0330021U;Lycée General Michel Montaigne;118 Cours Victor Hugo;33075;Bordeaux
0130045D;Lycée General Michelet;21 Avenue Marechal Foch;13248;Marseille 04
0650012K;Lycée General Michelet;148 Rue Michelet;65303;Lannemezan
0820020B;Lycée General Michelet;22 Faubourg Lacapelle;82004;Montauban
0750703G;Lycée General Moliere;71 Rue Du Ranelagh;75016;Paris 16
0750657G;Lycée General Montaigne;17 Rue Auguste Comte;75006;Paris 06
0330022V;Lycée General Montesquieu;4 Et 5 Place De Longchamps;33081;Bordeaux
0720029R;Lycée General Montesquieu;1 Rue Montesquieu;72008;Le Mans
0130010R;Lycée General Montmajour;Che Des Moines Qua Du Trebon;13200;Arles
0332724G;Lycée General Nord Bassin;128 Avenue De Bordeaux;33510;Andernos Les Bains
0750689S;Lycée General Paul Bert;7 Rue Huyghens;75014;Paris 14
0640046C;Lycée General Paul Rey;6 Avenue Jean Seigneres;64800;Nay
0340075X;Lycée General Paul Valery;55 Rue Paul Valery;34200;Sete
0750679F;Lycée General Paul Valery;38 Boulevard Soult;75012;Paris 12
0442334Y;Lycée General Pierre Abelard;Chemin Du Rouaud;44330;Vallet
0510006E;Lycée General Pierre Bayen;22 Rue Du Lycée;51037;Chalons En Champagne
0312696M;Lycée General Pierre Bourdieu;Avenue De Villaudric;31620;Fronton
0760090K;Lycée General Pierre Corneille;4 Rue Du Maulevrier;76044;Rouen
0310036W;Lycée General Pierre De Fermat;Parvis Des Jacobins;31068;Toulouse
0650038N;Lycée General Pierre Mendes France;Rue Du College;65501;Vic En Bigorre
0710011B;Lycée General Pontus De Tyard;13 Rue Des Gaillardons;71321;Chalon Sur Saone
0596122J;Lycée General Privé Active Bilingue Jeannine Manue;418 Bis Rue Albert Bailly;59700;Marcq En Baroeul
0940880W;Lycée General Privé Albert De Mun;12-14 Av Des Marronniers;94736;Nogent Sur Marne
0331491S;Lycée General Privé Albert Le Grand;189 Rue De Saint Genes;33000;Bordeaux
0931813R;Lycée General Privé Alliance;35 Allee Robert Estienne;93320;Les Pavillons Sous Bois
0133555U;Lycée General Privé Ami;47 Rue St Suffren;13006;Marseille 06
0311132M;Lycée General Privé Annonciation;7 Chemin De Percin;31840;Seilh
0350778F;Lycée General Privé Assomption;18 Boulevard Painleve;35702;Rennes
0772648K;Lycée General Privé Assomption;2 Rue De Salins;77130;Forges
0810071M;Lycée General Privé Barral;113 Rue Marcel Briguiboul;81100;Castres
0941909P;Lycée General Privé Bernard Palissy;2 Rue Merciere;94470;Boissy St Leger
0754325U;Lycée General Privé Beth Hanna;49 Rue Petit;75019;Paris 19
0910838S;Lycée General Privé Beth Rivkah;43 49 Rue Raymond Poincare;91330;Yerres
0753384W;Lycée General Privé Beth Yacov;50 Bis Rue Des Prairies;75020;Paris 20
0610700E;Lycée General Privé Bignon;3 Rue De La Comedie;61400;Mortagne Au Perche
0440154D;Lycée General Privé Blanche De Castille;43-45 Boulevard Jules Verne;44319;Nantes
0930974D;Lycée General Privé Blanche De Castille;1 Place Charles De Gaulle;93250;Villemomble
0753915Y;Lycée General Privé Blomet;5 Rue Blomet;75015;Paris 15
0753887T;Lycée General Privé Bossuet-notre-dame;17 Rue Yves Toudic;75010;Paris 10
0622107D;Lycée General Privé Catho Haffreingue Chanlaire;67 Avenue Charles De Gaulle;62200;Boulogne Sur Mer
0260064D;Lycée General Privé Chabrillan;Route De Dieulefit;26207;Montelimar
0511131C;Lycée General Privé Charles Peguy;2 Bis Allees Paul Doumer;51037;Chalons En Champagne
0930962R;Lycée General Privé Charles Peguy;216 Avenue Henri Barbusse;93000;Bobigny
0690574Z;Lycée General Privé Chevreul;21 Rue Sala;69287;Lyon 02
0131335F;Lycée General Privé Chevreul Blancarde;1 Rue Saint Francois De Sales;13248;Marseille 04
0932110N;Lycée General Privé Chne Or;150 Rue Andre Karman;93300;Aubervilliers
0680141J;Lycée General Privé College Episcopal;5 Rue Du Seminaire;68720;Zillisheim
0671609K;Lycée General Privé College Episcopal St Etienne;2 Rue De La Pierre Large;67084;Strasbourg
0131344R;Lycée General Privé Cours Bastide;50 Rue De Lodi;13006;Marseille 06
0141165R;Lycée General Privé Cours Notre-dame;Rue De L'arbalete;14440;Douvres La Delivrande
0440158H;Lycée General Privé D'amboise-chavagnes;11 Rue Mondesir;44015;Nantes
0160065J;Lycée General Privé De Beaulieu;23 Place Beaulieu;16105;Cognac
0753943D;Lycée General Privé De La Tour;86 Rue De La Tour;75016;Paris 16
0690529A;Lycée General Privé Deborde;72 Rue Ney;69006;Lyon 06
0271051W;Lycée General Privé Des Roches;Avenue Edmond Demolins;27137;Verneuil Sur Avre
0753848A;Lycée General Privé D'hulst;21 Rue De Varenne;75007;Paris 07
0292137R;Lycée General Privé Diwan;Kerampuil;29270;Carhaix Plouguer
0530052U;Lycée General Privé Don Bosco;18 Bd Anatole France;53102;Mayenne
0680134B;Lycée General Privé Don Bosco;1 Rue Don Bosco;68440;Landser
0331498Z;Lycée General Privé Du Mirail;36 Rue Du Mirail;33000;Bordeaux
0070071P;Lycée General Privé Du Sacre Coeur;7 Avenue De La Gare;07301;Tournon Sur Rhone
0752937K;Lycée General Privé Ecole Active Bilingue Etoile;24 Bis Rue De Berri;75008;Paris 08
0753874D;Lycée General Privé Ecole Active Bilingue J.manuel;70 Rue Du Theatre;75015;Paris 15
0753647G;Lycée General Privé Ecole Alsacienne;109 R Notre Dame Des Champs;75006;Paris 06
0671615S;Lycée General Privé Ecole Aquiba;4 Rue Baldung Grien;67000;Strasbourg
0753883N;Lycée General Privé Edgar Poe;2 R Du Faubourg Poissonniere;75010;Paris 10
0930961P;Lycée General Privé Esperance;35 Rue Anatole France;93600;Aulnay Sous Bois
0290336H;Lycée General Privé Estran Charles De Foucauld;32 Rue De Quimper;29287;Brest
0690533E;Lycée General Privé Externat De La Trinite;31 Rue De Seze;69006;Lyon 06
0440160K;Lycée General Privé Externat Enfants Nantais;31 Avenue Camus;44042;Nantes
0381803D;Lycée General Privé Externat Notre Dame;43 Avenue Marcellin Berthelot;38100;Grenoble
0421021G;Lycée General Privé Externat Saint Michel;4 Rue Jules Valles;42030;St Etienne
0631074A;Lycée General Privé Fenelon;1 Cours Raymond Poincare;63037;Clermont Ferrand
0830099G;Lycée General Privé Fenelon;251 Rue Pourquoi Pas;83000;Toulon
0931799A;Lycée General Privé Fenelon;1 Rue De Montauban;93410;Vaujours
0753873C;Lycée General Privé Fenelon Sainte-marie;24 Rue Du General Foy;75008;Paris 08
0941693E;Lycée General Privé Foyer Des Ptt;36 Avenue Du President Wilson;94234;Cachan
0753935V;Lycée General Privé Georges Leven;30 Boulevard Carnot;75012;Paris 12
0753941B;Lycée General Privé Gerson;31 Rue De La Pompe;75116;Paris 16
0771720B;Lycée General Privé Guy Gasnier-sainte Bathilde;28 Rue Du Tir;77500;Chelles
0755025E;Lycée General Privé Heikhal Menahem Sinai;110 Boulevard De Menilmontant;75020;Paris 20
0930965U;Lycée General Privé Henri Matisse;88 Bis Rue Jules Guesde;93100;Montreuil
0120052S;Lycée General Privé Immaculee Conception;Rue Auzuech;12500;Espalion
0690554C;Lycée General Privé Immaculee Conception;74 Place Grandclement;69613;Villeurbanne
0840074Z;Lycée General Privé Immaculee Conception;18 Rue Des Marins;84208;Carpentras
0596335R;Lycée General Privé Institut D Anchin;Abbaye D'anchin;59146;Pecquencourt
0690564N;Lycée General Privé Institution Des Chartreux;58 Rue Pierre Dupont;69283;Lyon 01
0141169V;Lycée General Privé Institution Fremont;12 Rue Paul Banaston;14100;Lisieux
0141157G;Lycée General Privé Institution Jeanne D'arc;10 Rue D'eterville;14403;Bayeux
6200650M;Lycée General Privé Institution Saint-paul;Avenue Marechal Lyautey;20186;Ajaccio
0671552Y;Lycée General Privé Jan Amos Comenius;8 Place Des Etudiants;67060;Strasbourg
0511130B;Lycée General Privé Jean Xxiii;18 Rue Andrieux;51064;Reims
0572341K;Lycée General Privé Jean Xxiii;10 R Monseigneur Heintz;57958;Montigny Les Metz
0110047S;Lycée General Privé Jeanne D Arc;47 Rue De La Baffe;11400;Castelnaudary
0640127R;Lycée General Privé Jeanne D Arc;47 Rue Moncade;64300;Orthez
0141161L;Lycée General Privé Jeanne D'arc;27 Rue Claude Chappe;14000;Caen
0381670J;Lycée General Privé Jeanne D'arc;2 Rue Poincare;38550;Le Peage De Roussillon
0490822C;Lycée General Privé Jeanne D'arc;3 Rue Joubert;49103;Angers
0650062P;Lycée General Privé Jeanne D'arc;17 Rue Massey;65000;Tarbes
0730760E;Lycée General Privé Jeanne D'arc;3 Place De L'eglise;73203;Albertville
0771232W;Lycée General Privé Jeanne D'arc Saint Aspais;18 Boulevard Andre Maginot;77300;Fontainebleau
0260062B;Lycée General Privé Jeunes Filles;77 Rue Geoffroy De Moirans;26330;Chateauneuf De Galaure
0693769X;Lycée General Privé Juif De Lyon;40 Rue Alexandre Boutin;69100;Villeurbanne
0592935V;Lycée General Privé La Croix Blanche;2 Rue De L'abbe Six;59588;Bondues
0622116N;Lycée General Privé La Malassise;Pension Saint Joseph;62968;Longuenesse
0541986R;Lycée General Privé La Malgrange;Avenue De La Malgrange;54140;Jarville La Malgrange
0442226F;Lycée General Privé La Mennais;24 Rue Jean Baptiste Legeay;44350;Guerande
0570201J;Lycée General Privé La Misericorde;11 Rue Des Recollets;57000;Metz
0440172Y;Lycée General Privé La Perverie Sacre Coeur;63 Rue De La Perverie;44322;Nantes
0753851D;Lycée General Privé La Rochefoucauld;90 Bis Rue Saint Dominique;75007;Paris 07
0331504F;Lycée General Privé La Sauque;Le Bourg;33650;La Brede
0693587Z;Lycée General Privé La Xaviere;252 Route De Vienne;69008;Lyon 08
0131324U;Lycée General Privé Lacordaire;7 Boulevard Lacordaire;13013;Marseille 13
0753849B;Lycée General Privé L'alma;12 Avenue Bosquet;75007;Paris 07
0753948J;Lycée General Privé L'assomption;6 Rue De Lubeck;75116;Paris 16
0311126F;Lycée General Privé Le Ferradou;Route De Grenade;31700;Blagnac
0850118S;Lycée General Privé L'esperance;Bourdevaire;85110;Ste Cecile
0771228S;Lycée General Privé Libre De Juilly;7 Rue Barre;77230;Juilly
0131345S;Lycée General Privé L'olivier - Robert Coffy;29 Avenue Des Caillols;13012;Marseille 12
0753827C;Lycée General Privé Louise De Marillac;32 R Geoffroy Saint Hilaire;75005;Paris 05
0080081V;Lycée General Privé Mabillon;23 Av Martyrs De La Resistance;08201;Sedan
0610702G;Lycée General Privé Marie Immaculee;6 Rue Charles Forget;61500;Sees
0141172Y;Lycée General Privé Marie-joseph;Avenue De La Marniere;14360;Trouville Sur Mer
0631847R;Lycée General Privé Massillon;5 Rue Bansac;63037;Clermont Ferrand
0753824Z;Lycée General Privé Massillon;2 Bis Quai Des Celestins;75004;Paris 04
0131328Y;Lycée General Privé Melizan;55 Route Des Camoins;13011;Marseille 11
0932303Y;Lycée General Privé Merkaz Hatorah Filles;67 Boulevard Du Midi;93340;Le Raincy
0931464L;Lycée General Privé Merkaz Hatorah Garcons;92-94 Chemin Des Bourdons;93220;Gagny
0631076C;Lycée General Privé Monanges;7 Rue De Metz;63000;Clermont Ferrand
0060668U;Lycée General Privé Mont Saint Jean;Avenue Du Chataignier;06600;Antibes
0940881X;Lycée General Privé Montalembert;28 Boulevard Gambetta;94736;Nogent Sur Marne
0753823Y;Lycée General Privé Moria - Diane Benvenuti;9 11 Rue Lekain;75116;Paris 16
0131319N;Lycée General Privé Nativite (la);8 Rue Jean Andreani La Beauvale;13097;Aix En Provence
0622118R;Lycée General Privé Nazareth;84 Rue De Maquetra;62280;St Martin Boulogne
0440171X;Lycée General Privé Nd De L'abbaye;38 Bis Rue De L Abbaye;44100;Nantes
0440166S;Lycée General Privé Nd De Toutes Aides;33 Boulevard Louis Millet;44319;Nantes
0421660B;Lycée General Privé Nd De Valbenoite Le Rond Point;10 Place De L'abbaye;42030;St Etienne
0440178E;Lycée General Privé Nd D'esperance;15 Rue Du Bois Savary;44615;St Nazaire
0490834R;Lycée General Privé Nd D'orveau;;49500;Nyoiseau
0211074D;Lycée General Privé Notre Dame;97 Rue De Talant;21000;Dijon
0260069J;Lycée General Privé Notre Dame;91 Rue Montplaisir;26000;Valence
0331499A;Lycée General Privé Notre Dame;45 Rue Du Palais Gallien;33000;Bordeaux
0421025L;Lycée General Privé Notre Dame;9 Rue Cacherat;42190;Charlieu
0490837U;Lycée General Privé Notre Dame;;49310;La Salle De Vihiers
0720833P;Lycée General Privé Notre Dame;46 Rue De La Magdeleine;72205;La Fleche
0690540M;Lycée General Privé Notre Dame De Bellegarde;22 Avenue Gambetta;69250;Neuville Sur Saone
0640122K;Lycée General Privé Notre Dame De Betharram;1 Place Saint Michel;64800;Lestelle Betharram
0131333D;Lycée General Privé Notre Dame De France;132 Rue Breteuil;13253;Marseille 06
0290174G;Lycée General Privé Notre Dame De Kerbertrand;154 Rue De Pont Aven;29391;Quimperle
0940877T;Lycée General Privé Notre Dame De La Providence;7 Avenue Gabriel Peri;94307;Vincennes
0690552A;Lycée General Privé Notre Dame De Mongre;276 Avenue Saint Exupery;69652;Villefranche Sur Saone
0131341M;Lycée General Privé Notre Dame De Sion;231 Rue Paradis;13006;Marseille 06
0690519P;Lycée General Privé Notre Dame Des Minimes;65 Rue Des Aqueducs;69322;Lyon 05
0941877E;Lycée General Privé Notre Dame Des Missions;4 Rue Du President Kennedy;94220;Charenton Le Pont
0541318P;Lycée General Privé Notre Dame Saint Sigisbert;19 21 Cours Leopold;54042;Nancy
